idd,classid,level,line,eline,priority,kind1,kind2,manalimit,manamin,カード名,content,evolve,bold1,bold2,bold3,bold4,文字カウント,進化文字,f1,f2,マイナスライン,マイナスE,手加えました
433,5,2,2,0,,ファンファーレ,か,11,0,常闇の梟,ファンファーレ 葬送 したなら、ネクロマンサー・フォロワーをランダムに1枚、自分のデッキから手札に加える。,,ファンファーレ,葬送,,,53,0,,,,,
434,5,2,2,0,,ファンファーレ,か,11,0,オシリス,ファンファーレ 自分の他のフォロワー1体は「ラストワード カードを1枚引く」を持つ。,,ファンファーレ,ラストワード,,,42,0,,,,,
435,5,2,1,0,,ファンファーレ,か,11,0,冥界の騎兵,ファンファーレ ネクロマンス 4； 相手のリーダーに2ダメージ。,,ファンファーレ,ネクロマンス,,,32,0,●,,1,,
436,5,2,2,0,,ファンファーレ,ネクロマンス,11,0,破魂の少女,ファンファーレ ネクロマンス 4； 相手の進化後フォロワー1体を破壊する。,,ファンファーレ,ネクロマンス,,,37,0,,,,,
437,5,2,4,0,,ファンファーレ,ネクロマンス,11,0,冥河の導き手,ファンファーレ ネクロマンス 6； このバトル中に破壊された、コスト最大の自分のフォロワーと同名のフォロワー1枚を手札に加える。（コスト最大のフォロワーが複数あるなら、その中からランダムに1枚）,,ファンファーレ,ネクロマンス,,,97,0,,,,,
438,5,2,1,0,,ファンファーレ,ネクロマンス,11,0,魔拳法・ソーラ,ファンファーレ ネクロマンス 4； +2/+2する。,,ファンファーレ,ネクロマンス,,,26,0,,,,,
439,5,2,1,0,,ファンファーレ,ネクロマンス,11,0,スケルトンヴァイパー,ファンファーレ ネクロマンス 4； +1/+1して、守護 を持つ。,,ファンファーレ,ネクロマンス,守護,,33,0,●,,1,,
440,5,2,1,0,,ファンファーレ,疾走,11,0,レッサーマミー,ファンファーレ ネクロマンス 4； 疾走 を持つ。,,ファンファーレ,ネクロマンス,疾走,,25,0,,,,,
441,5,2,1,0,,ファンファーレ,進化する,11,0,冥守の長・アイシャ,ファンファーレ ネクロマンス 10；進化する。,,進化,ファンファーレ,ネクロマンス,,23,0,,,,,
442,5,2,1,0,,ファンファーレ,葬送,11,0,陰鬱な死霊術師,ファンファーレ 葬送 したなら、カードを1枚引く。,,ファンファーレ,葬送,,,25,0,,,,,
443,5,2,1,1,,ラストワード,か,11,0,アンドレアルフス,ラストワード カードを1枚引く。,ラストワード カードを1枚引く。,ラストワード,,,,16,16,,,,,
444,5,2,1,1,,ラストワード,か,11,0,ベレヌス,ラストワード ランダムな相手のフォロワー1体に1ダメージ。,ラストワード ランダムな相手のフォロワー1体に1ダメージ。,ラストワード,,,,29,29,,,,,
445,5,2,2,2,,ラストワード,か,11,0,スカルデッドロード,ラストワード ランダムな自分のフォロワー1体は「ラストワード 『スケルトン』1体を出す」を持つ。,ラストワード ランダムな自分のフォロワー1体は「ラストワード 『ゾンビ』1体を出す」を持つ。,ラストワード,スケルトン,ゾンビ,,48,46,,,,,
446,5,2,1,1,,ラストワード,か,11,0,ラビットネクロマンサー,ラストワード 相手のリーダーに2ダメージ。,ラストワード 相手のリーダーに2ダメージ。,ラストワード,,,,21,21,,,,,
447,5,2,0,2,,ラストワード,リアニメイト,11,0,オシリス,,ラストワード ネクロマンス 5； リアニメイト 3 リアニメイト 1,ラストワード,ネクロマンス,リアニメイト,,0,34,,,,,
448,5,2,1,1,,交戦時,か,11,0,降魔の操者・ダヌア,交戦時 交戦する相手のフォロワーに1ダメージ。,交戦時 交戦する相手のフォロワーに1ダメージ。,交戦時,,,,23,23,,,,,
449,5,2,1,1,,攻撃時,ネクロマンス,11,0,スケルトンオーガ,攻撃時 ネクロマンス 4； +2/+0する。,攻撃時 ネクロマンス 4； +2/+0する。,攻撃時,ネクロマンス,,,22,22,,,,,
450,5,2,1,0,,自分のターン開始時,か,11,0,災厄の屍王,自分のターン開始時､ネクロマンス 4； このフォロワーは進化する。,,ネクロマンス,,,,33,0,●,,1,,
451,5,2,1,1,,自分のターン終了時,ネクロマンス ,11,0,ゴブリンゾンビ,自分のターン終了時、ネクロマンス 4；+2/+2する。,自分のターン終了時、ネクロマンス 4；+2/+2する。,ネクロマンス ,,,,27,27,,,,,
452,5,2,2,2,,自分の他のフォロワーが進化したとき,か,11,0,ゴーストライター,自分のターン中、自分の他のフォロワーが進化したとき、ゴースト1体を出す。,自分のターン中、自分の他のフォロワーが進化したとき、ゴースト1体を出す。,ゴースト,,,,36,36,,,,,
453,5,2,2,2,,自分の他のフォロワーが破壊されるたび,か,11,0,ワイト,自分の他のフォロワーが破壊されるたび、相手のリーダーに1ダメージ。,自分の他のフォロワーが破壊されるたび、相手のリーダーに1ダメージ。,,,,,33,33,●,●,0,0,
454,5,2,1,1,,自分の他のフォロワーが破壊されるたび,か,11,0,骸骨虫,自分の他のフォロワーが破壊されるたび､自分のリーダーを1回復。,自分の他のフォロワーが破壊されるたび､自分のリーダーを1回復。,,,,,31,31,●,●,1,1,
455,5,2,0,2,,進化時,か,11,0,アンドレアルフス,,進化時 自分の手札のフォロワーすべては、「ラストワード カードを1枚引く」を持つ。,進化時,ラストワード,,,0,41,,,,,
456,5,2,0,2,,進化時,か,11,0,魔拳法・ソーラ,,進化時 相手のフォロワー1体にXダメージ。Xは「このフォロワーの攻撃力の値」である。,進化時,,,,0,42,,,,,
457,5,2,0,1,,進化時,か,11,0,悪魔の拳法家・ソーラ,,進化時 ランダムな相手のフォロワー2体にそれぞれ1ダメージ。,進化時,,,,0,30,,●,,1,
458,5,2,0,1,,進化時,か,11,0,イビルコフィン,,進化時 ゴースト3体を場に出す。,進化時,ゴースト,,,0,16,,,,,
459,5,2,0,2,,進化時,か,11,0,業火の魔犬,,進化時 ネクロマンス 6； 「自分のターン終了時、ランダムな相手のフォロワー1体に1ダメージ。これを4回行う」を持つ。,進化時,ネクロマンス,,,0,59,,●,,1,
460,5,2,0,2,,進化時,か,11,0,冥河の渡し守・カローン,,進化時 ネクロマンス 5； ターン終了まで、手札のネクロマンサー・カード1枚のコストを-5する。,進化時,ネクロマンス,,,0,48,,,,,
461,5,2,0,1,,進化時,リアニメイト,11,0,心眼の双葬女・レディ・グレイ,,進化時 リアニメイト 2,進化時,リアニメイト,,,0,12,,,,,
462,5,2,0,2,,進化時,疾走付与,11,0,グレートレッサーマミー,,進化時 自分の場に他のフォロワーがいるなら、ネクロマンス 8；自分の他のフォロワー1体は疾走 を持つ。,進化時,疾走,ネクロマンス,,0,51,,,,,
463,5,2,3,0,1,直接召喚,か,11,0,冥守の頂点・アイシャ,直接召喚 自分のターン開始時、自分の墓場が16枚以上なら、このカードを1枚、自分のデッキから場に出す。その後、自分の墓場を-8する。,,直接召喚,,,,66,0,,,,,
464,5,3,2,0,2,エンハンス,か,5,0,蘇りし狂戦士,エンハンス 5; 「ラストワード ランダムな相手のフォロワー1体に3ダメージ」を持つ。,,エンハンス,ラストワード,,,43,0,,,,,
465,5,3,3,0,2,ファンファーレ,エンハンス,4,0,冥守の継承者・カムラ,ファンファーレ エンハンス 6；「このフォロワーはEPを消費せず進化できる」を持つ。（1ターンに1体しか進化できない制限はある）,,ファンファーレ,エンハンス,,,64,0,,,,,
466,5,3,2,0,,ファンファーレ,か,11,0,沈黙の絶傑・ルルナイ,ファンファーレ ネクロマンス 3； 次の自分のターン開始時まで、相手の手札のスペルのコストを+3する。,,ファンファーレ,ネクロマンス,,,51,0,,,,,
467,5,3,1,0,,ファンファーレ,か,11,0,憂鬱な霊媒師,ファンファーレ ゴースト1体を場に出す。,,ファンファーレ,ゴースト,,,20,0,,,,,
468,5,3,2,0,,ファンファーレ,ネクロマンス,11,0,双翼の警護者,ファンファーレ ネクロマンス 4； 相手のフォロワー1体に2ダメージ。,,ファンファーレ,ネクロマンス,,,35,0,,,,,
469,5,3,2,0,,ファンファーレ,ネクロマンス,11,0,ゴエティアメイジ,ファンファーレ ネクロマンス 4； 相手のアミュレット1つを破壊する。,,ファンファーレ,ネクロマンス,,,35,0,,,,,
470,5,3,1,0,,ファンファーレ,ネクロマンス,11,0,ルーキーネクロマンサー,ファンファーレ ネクロマンス 4； ゾンビ1体を出す。,,ファンファーレ,ネクロマンス,ゾンビ,,27,0,,,,,
471,5,3,3,0,,ファンファーレ,ネクロマンス,11,0,ビッグソウルハンター,ファンファーレ 相手の場に攻撃力5以上のフォロワーがいるなら、ネクロマンス 6； 攻撃力5以上のランダムな相手のフォロワー1体を破壊する。,,ファンファーレ,ネクロマンス,,,69,0,,,,,
472,5,3,1,0,,ファンファーレ,ネクロマンス,11,0,オルクス,ファンファーレ ネクロマンス 4； 自分のリーダーを4回復。,,ファンファーレ,ネクロマンス,,,30,0,●,,1,,
473,5,3,1,1,,ラストワード,か,11,0,よろめく不死者,ラストワード ランダムな相手のフォロワー1体を破壊する。,ラストワード ランダムな相手のフォロワー1体を破壊する。,ラストワード,,,,28,28,,,,,
474,5,3,1,1,,ラストワード,か,11,0,骸の代弁者,ラストワード スケルトン1体を出す。,ラストワード スケルトン1体を出す。,ラストワード,,,,18,18,,,,,
475,5,3,1,1,,ラストワード,か,11,0,ネクロエレメンタラー,ラストワード 相手のフォロワーすべてに1ダメージ。,ラストワード 相手のフォロワーすべてに1ダメージ。,ラストワード,,,,25,25,,,,,
476,5,3,1,1,,ラストワード,か,11,0,マリスゴースト,ラストワード ランダムな自分のフォロワー1体を+2/+0する。,ラストワード ランダムな自分のフォロワー1体を+2/+0する。,ラストワード,,,,31,31,●,●,1,1,
477,5,3,1,1,,交戦時,か,11,0,悪夢の処刑人,交戦時 カードを1枚引く。,交戦時 カードを1枚引く。,交戦時,,,,13,13,,,,,
478,5,3,0,1,,攻撃時,か,11,0,冥守の継承者・カムラ,,攻撃時 相手のリーダーに攻撃したなら、リアニメイト 4,攻撃時,リアニメイト,,,0,27,,,,,
479,5,3,1,1,,自分のターン終了時,か,11,0,永遠の花嫁・セレス,自分のターン終了時、自分のリーダーを3回復。,自分のターン終了時、自分のリーダーを3回復。,,,,,22,22,,,,,
480,5,3,1,1,,自分の他のフォロワーが破壊されるたび,か,11,0,シャドウリーパー,自分の他のフォロワーが破壊されるたび、+1/+1する。,自分の他のフォロワーが破壊されるたび、+1/+1する。,,,,,27,27,,,,,
481,5,3,2,2,,自分の他のフォロワーが破壊されるたび,か,11,0,霊呼びの少女,自分のターン中、自分のフォロワー（ゴーストを除く）が破壊されるたび、ゴースト1体を出す。,自分のターン中、自分のフォロワー（ゴーストを除く）が破壊されるたび、ゴースト1体を出す。,ゴースト,,,,44,44,,,,,
482,5,3,0,1,,疾走,か,11,0,冥守の継承者・カムラ,,疾走,疾走,,,,0,2,,,,,
483,5,4,0,1,,2回攻撃,か,11,0,冥守の長・アイシャ,,このフォロワーは、1ターンに2回攻撃できる。,,,,,0,22,,,,,
484,5,4,3,0,,ファンファーレ,か,11,0,ネクロアサシン,ファンファーレ 自分の場に他のフォロワーがいるなら、自分の他のフォロワー1体と、ランダムな相手のフォロワー1体を破壊する。,,ファンファーレ,,,,61,0,●,,0,0,
485,5,4,2,0,,ファンファーレ,か,11,0,魂の番人・ミント,ファンファーレ 自分のネクロマンスはネクロマンス 0になる。この能力は、このフォロワーが場を離れるとき失われる。,,ファンファーレ,ネクロマンス,,,56,0,,,,,
486,5,4,3,0,2,ファンファーレ,か,11,0,カストール,ファンファーレ 自分の場のフォロワーが2体（このフォロワーも含める）なら、「ラストワード @user_name1体を出す」を持つ。,,ファンファーレ,ラストワード,,@user_name,65,0,,,,,
487,5,4,1,0,,ファンファーレ,か,11,0,沈黙の使徒,ファンファーレ 守護 を持つ相手のフォロワー1体を破壊する。,,ファンファーレ,守護,,,30,0,●,,1,,
488,5,4,2,0,,ファンファーレ,か,11,0,忌刃の戦士,ファンファーレ 自分の場に他のフォロワーがいるなら、自分の他のフォロワー1体を破壊して、このフォロワーを+2/+2する。,,ファンファーレ,,,,60,0,●,,1,,
489,5,4,2,0,,ファンファーレ,か,11,0,冥河の渡し守・カローン,ファンファーレ コスト5のネクロマンサー・フォロワーをランダムに1枚、自分のデッキから手札に加える。,,ファンファーレ,,,,50,0,,,,,
490,5,4,2,0,,ファンファーレ,葬送,11,0,冥河の案内人,ファンファーレ 葬送 したなら、ランダムな相手のフォロワー1体を破壊する。,,ファンファーレ,葬送,,,37,0,,,,,
491,5,4,1,1,,ラストワード,か,11,0,ボーンキマイラ,ラストワード スケルトン2体を出す。,ラストワード スケルトン2体を出す。,ラストワード,スケルトン,,,18,18,,,,,
492,5,4,0,2,2,ラストワード,か,11,0,災厄の屍王,,ラストワード @user_name（進化前）1体を出す。,ラストワード,,,@user_name,0,28,,,,-1,
493,5,4,1,1,,ラストワード,か,11,0,イビルコフィン,ラストワード リアニメイト 2,ラストワード リアニメイト 2,ラストワード,リアニメイト,,,15,15,,,,,
494,5,4,3,3,,ラストワード,か,11,0,トワイライトクイーン,ラストワード 自分のリーダーは「次に自分のフォロワーのラストワード 能力が働くとき、それをもう1回働かせる」を持つ。リーダーはこの能力を重複して持たない。,ラストワード 自分のリーダーは「次に自分のフォロワーのラストワード 能力が働くとき、それをもう1回働かせる」を持つ。リーダーはこの能力を重複して持たない。,ラストワード,,,,77,77,,,,,
495,5,4,1,1,,交戦時,か,11,0,永遠の花嫁・セレス,交戦時 交戦する相手のフォロワーに3ダメージ。,交戦時 交戦する相手のフォロワーに3ダメージ。,交戦時,,,,23,23,,,,,
496,5,4,2,2,,自分のターン終了時,か,11,0,漆黒の剣鬼,自分のターン終了時、ネクロマンス 2； ランダムな相手のフォロワー1体に2ダメージ。,自分のターン終了時、ネクロマンス 2； ランダムな相手のフォロワー1体に2ダメージ。,,ネクロマンス,,,42,42,,,,,
497,5,4,3,0,,自分の他のフォロワーが相手のリーダーへ攻撃,ネクロマンス,11,0,冥守の頂点・アイシャ,自分の他のフォロワーが相手のリーダーへ攻撃してダメージを与えたとき、このフォロワーが攻撃していない状態なら、ネクロマンス 8；進化する。,,ネクロマンス,,,,68,0,,,,,
498,5,4,1,1,,自分の他のフォロワーが破壊されるたび,か,11,0,ソウルイーター,自分の他のフォロワーが破壊されるたび､自分のリーダーを2回復。,自分の他のフォロワーが破壊されるたび､自分のリーダーを2回復。,,,,,31,31,●,●,1,1,
499,5,4,1,1,,自分の他のフォロワーが破壊されるたび,か,11,0,フレスベルグ,自分の他のフォロワーが破壊されるたび、カードを1枚引く。,自分の他のフォロワーが破壊されるたび、カードを1枚引く。,,,,,28,28,,,,,
500,5,4,1,1,,自分の他のフォロワーが破壊されるたび,潜伏,11,0,ファントムドラゴン,自分の他のフォロワーが破壊されるたび、潜伏 を持つ。,自分の他のフォロワーが破壊されるたび、潜伏 を持つ。,潜伏,,,,26,26,,,,,
501,5,4,2,0,,必殺,守護,11,0,ワイトキング,ファンファーレ ネクロマンス 4； +1/+1して、守護 と必殺 を持つ。,,ファンファーレ,ネクロマンス,守護,必殺,37,0,,,,,
502,5,5,2,0,2,ファンファーレ,か,11,0,蘇りし狂戦士,ファンファーレ 「ラストワード @user_name1体を出す」を持つ。,,ファンファーレ,ラストワード,,@user_name,36,0,,,,,
503,5,5,2,0,,ファンファーレ,か,11,0,骨の貴公子,ファンファーレ 自分のフォロワーすべては「ラストワード スケルトン1体を出す」を持つ。,,ファンファーレ,ラストワード,スケルトン,,43,0,,,,,
504,5,5,2,0,,ファンファーレ,か,11,0,オルトロス,ファンファーレ ランダムな相手のフォロワー1体に2ダメージ。ランダムな自分の他のフォロワー1体を+2/+0する。,,ファンファーレ,,,,56,0,,,,,
505,5,5,1,0,,ファンファーレ,か,11,0,最果ての骸,ファンファーレ スケルトン10枚を手札に加える。,,ファンファーレ,スケルトン,,,24,0,,,,,
506,5,5,1,1,,ラストワード,か,11,0,地獄の解放者,ラストワード リッチ1体を出す。,ラストワード リッチ1体を出す。,ラストワード,リッチ,,,16,16,,,,,
507,5,5,2,2,,ラストワード,か,11,0,ロンリネスゴースト,ラストワード 自分のリーダーは「相手のターン終了時、ゴースト2体を出し、この能力を失う」を持つ。,ラストワード 自分のリーダーは「相手のターン終了時、ゴースト2体を出し、この能力を失う」を持つ。,ラストワード,ゴースト,,,48,48,,,,,
508,5,5,0,1,,進化時,リアニメイト,11,0,ケリドウェン,,進化時 リアニメイト 8,進化時,リアニメイト,,,0,12,,,,,
509,5,6,1,0,,ファンファーレ,ネクロマンス,11,0,デスタイラント,ファンファーレ ネクロマンス 20； +10/+10する。,,ファンファーレ,ネクロマンス,,,29,0,,,,,
510,5,6,1,1,,ラストワード,か,11,0,バロール,ラストワード 相手のフォロワーすべてに3ダメージ。,ラストワード 相手のフォロワーすべてに3ダメージ。,ラストワード,,,,25,25,,,,,
511,5,6,2,2,,自分のターン終了時,か,11,0,最果ての骸,自分のターン終了時、自分の墓場が30枚以上なら、相手のリーダーと相手のフォロワーすべてに6ダメージ。,自分のターン終了時、自分の墓場が30枚以上なら、相手のリーダーと相手のフォロワーすべてに6ダメージ。,,,,,50,50,,,,,
512,5,6,1,0,,進化する,か,11,0,永遠の決闘者・モルディカイ,このフォロワーがリアニメイト によって場に出たとき､進化する。,,リアニメイト,,,,31,0,●,,1,,
513,5,7,3,0,,ファンファーレ,か,11,0,魔将軍・ヘクター,ファンファーレ 場が上限枚数になるまで「ネクロマンス 3； ゾンビ1体を出す」をくり返す。その後、ターン終了まで、自分の他のフォロワーすべては+2/+0されて、突進 を持つ。,,ファンファーレ,ネクロマンス,ゾンビ,突進,87,0,,,,,
514,5,7,4,0,,ファンファーレ,か,11,0,幽霊支配人・アーカス,ファンファーレ このバトル中、自分のリーダーは「自分が元のコスト3以下のフォロワーをプレイしたとき、それを破壊する。その後、ゴーストX体を出す。Xは「そのフォロワーの元のコストの値」である」を持つ。リーダーはこの能力を重複して持たない。,,ファンファーレ,ゴースト,,,118,0,●,,1,,
515,5,7,2,0,,ファンファーレ,か,11,0,滅殺の鎧,ファンファーレ 「このバトル中に破壊された自分のフォロワーの数」と同じだけ+1/+0する。,,ファンファーレ,,,,45,0,,,,,
516,5,7,3,0,,ファンファーレ,葬送,11,0,冥守の祈祷師・ティティ,ファンファーレ 葬送 したなら、コスト3のフォロワーをランダムに1枚とコスト1のフォロワーをランダムに1枚、自分のデッキから場に出す。,,ファンファーレ,葬送,,,67,0,,,,,
517,5,7,4,4,2,ラストワード,か,11,0,ダークアリス,ラストワード 自分の場のネクロマンサー・カードすべてを消滅させ、@user_name1体を出す。次の自分のターン開始時、自分の手札と自分のデッキのネクロマンサー・カードすべてを消滅させる。,ラストワード 自分の場のネクロマンサー・カードすべてを消滅させ、@user_name1体を出す。次の自分のターン開始時、自分の手札と自分のデッキのネクロマンサー・カードすべてを消滅させる。,ラストワード,,,@user_name,94,94,,,,,
518,5,7,4,4,,ラストワード,か,11,0,冥守の戦士・カムラ,ラストワード 攻撃力最大の相手のフォロワー1体を破壊する（攻撃力最大のフォロワーが複数いるなら、その中からランダムに1体）。「破壊したフォロワーの攻撃力」と同じだけ自分のリーダーを回復する。,ラストワード 攻撃力最大の相手のフォロワー1体を破壊する（攻撃力最大のフォロワーが複数いるなら、その中からランダムに1体）。「破壊したフォロワーの攻撃力」と同じだけ自分のリーダーを回復する。,ラストワード,,,,95,95,,,,,
519,5,7,2,2,,ラストワード,か,11,0,死の淵に立つ者,ラストワード 相手のリーダーに「このフォロワーの攻撃力の値」と同じダメージ。,ラストワード 相手のリーダーに「このフォロワーの攻撃力の値」と同じダメージ。,ラストワード,,,,38,38,,,,,
520,5,7,1,1,,ラストワード,か,11,0,冥界神・ハデス,ラストワード 冥府への道1つを出す。自分の墓場を+6する。,ラストワード 冥府への道1つを出す。自分の墓場を+6する。,ラストワード,冥府への道,,,29,29,,,,,
521,5,8,4,0,2,ファンファーレ,か,11,0,ネフティス,ファンファーレ それぞれコストの異なるフォロワー（@user_nameを除く）をランダムに1枚ずつ、自分のデッキから場が上限枚数になるまで出す。この能力で出たフォロワーすべてを破壊する。,,ファンファーレ,,,@user_name,93,0,,,,,
522,5,8,3,0,,ファンファーレ,か,11,0,プルート,ファンファーレ 相手のフォロワー1体を破壊する。このフォロワーの攻撃力/体力をそれぞれ、破壊したフォロワーの攻撃力/体力と同じだけ+する。,,ファンファーレ,,,,69,0,,,,,
523,5,8,3,0,,ファンファーレ,ネクロマンス,11,0,ハザードネクロマンサー,ファンファーレ ネクロマンス 12； リアニメイト X、リアニメイト Y、リアニメイト Z。XとYとZは、合計が12になるようにランダムに決まる。,,ファンファーレ,ネクロマンス,リアニメイト,,73,0,,,,,
524,5,8,3,0,,ファンファーレ,ネクロマンス,11,0,屍竜・ファフニール,ファンファーレ 相手の場にフォロワーがいるなら、ネクロマンス X； 他のフォロワーすべてにXダメージ。Xは「相手のフォロワーの最大体力の値」である。,,ファンファーレ,ネクロマンス,,,74,0,,,,,
525,5,8,1,1,,ラストワード,か,11,0,デュエリスト・モルディカイ,ラストワード @user_name1体を出す。,ラストワード @user_name1体を出す。,ラストワード,,,@user_name,23,23,,,,,
526,5,9,3,0,,ファンファーレ,か,11,0,骸の王,自分の場にカードが4枚あるなら、このフォロワーのコストは0になる。ファンファーレ 自分の場の他のカードが4枚なら、自分の場の他のカード全てを破壊する。,,ファンファーレ,,,,75,0,,,,,
527,5,9,1,0,,ファンファーレ,疾走,11,0,アンドラス,ファンファーレ ネクロマンス 4； 疾走 を持つ。,,ファンファーレ,ネクロマンス,疾走,,25,0,,,,,
528,5,10,3,0,,ファンファーレ,か,11,0,ハザードネクロマンサー,ファンファーレ ネクロマンス 20； リアニメイト X、リアニメイト Y、リアニメイト Z。XとYとZは、合計が20になるようにランダムに決まる。,,ファンファーレ,ネクロマンス,リアニメイト,,73,0,,,,,
529,5,10,3,0,,ファンファーレ,か,11,0,邪魂の流出,ファンファーレ スケルトン3体を出す。自分のフォロワーすべてを+1/+1する。ネクロマンス 4； +1/+1するのではなく、+2/+2する。,,ファンファーレ,スケルトン,ネクロマンス,,70,0,,,,,
530,5,10,1,0,,ファンファーレ,リアニメイト,11,0,死竜の使い手,ファンファーレ リアニメイト 10,,ファンファーレ,リアニメイト,,,17,0,,,,,
531,6,1,2,0,1,アクセラレート,か,11,2,邪眼の悪魔,アクセラレート 2； 自分のリーダーに1ダメージ。相手のフォロワー1体に3ダメージ。,,アクセラレート,,,,42,0,,,,,
532,6,1,2,0,1,アクセラレート,か,11,3,アリオーシュ,アクセラレート 3； 相手のリーダーとフォロワーすべてに1ダメージ。,,アクセラレート,,,,34,0,,,,,
533,6,1,2,0,2,ファンファーレ,エンハンス,4,0,幼き人狼・リベルテ,ファンファーレ エンハンス 7； +3/+3する。相手のリーダーに2ダメージ。自分のリーダーを4回復。,,ファンファーレ,エンハンス,,,51,0,,,,,
534,6,1,3,0,2,ファンファーレ,エンハンス,5,0,デビルハンド,ファンファーレ エンハンス 7； ランダムな相手のフォロワー1体に2ダメージを与え、ランダムな自分のフォロワー1体を+2/+2する。,,ファンファーレ,エンハンス,,,66,0,,,,,
535,6,1,1,0,,ファンファーレ,か,11,0,眷属への贈り物,ファンファーレ お互いの場にフォレストバット1体を出す。,,ファンファーレ,フォレストバット,,,28,0,,,,,
536,6,1,1,0,,ファンファーレ,か,11,0,蠢く死霊,ファンファーレ お互いのリーダーに1ダメージ。,,ファンファーレ,,,,23,0,,,,,
537,6,1,1,0,,ファンファーレ,か,11,0,ブラッドウルフ,ファンファーレ 自分のリーダーに2ダメージ。,,ファンファーレ,,,,22,0,,,,,
538,6,1,2,0,,ファンファーレ,か,11,0,糸蜘蛛の悪魔,ファンファーレ 復讐 状態でないなら、自分のリーダーに2ダメージ。,,ファンファーレ,復讐,,,33,0,●,,0,,
539,6,1,1,0,,ファンファーレ,か,11,0,ナイトメア,ファンファーレ 復讐 状態なら+2/+0する。,,ファンファーレ,復讐,,,23,0,,,,,
540,6,1,2,0,,ファンファーレ,か,11,0,片翼の悪魔・ピユラ,ファンファーレ 手札のヴァンパイア・フォロワー1枚を+1/+0する。,,ファンファーレ,,,,34,0,,,,,
541,6,1,2,0,,ファンファーレ,か,11,0,ダークデビル・ミルナード,ファンファーレ 自分の他の手札が2枚以下ならドレイン を持つ。0枚なら、+3/+1する。,,ファンファーレ,ドレイン,,,44,0,,,,,
542,6,1,1,0,,ファンファーレ,復讐,11,0,呪剣の吸血鬼,ファンファーレ 復讐 状態なら+1/+1する。,,ファンファーレ,復讐,,,23,0,,,,,
543,6,1,1,1,,ラストワード,か,11,0,姦淫の信者,ラストワード 相手のリーダーに1ダメージ。,ラストワード 相手のリーダーに1ダメージ。,ラストワード,,,,21,21,,,,,
544,6,1,1,1,,ラストワード,か,11,0,サーペントチャーマー,ラストワード 自分のリーダーに2ダメージ。,ラストワード 自分のリーダーに2ダメージ。,ラストワード,,,,21,21,,,,,
545,6,1,2,2,,リーダーにダメージを与えたなら,か,11,0,姦淫の従者,自分のターン中、このフォロワーが攻撃して相手のリーダーにダメージを与えたなら、お互いのリーダーを2回復。,自分のターン中、このフォロワーが攻撃して相手のリーダーにダメージを与えたなら、お互いのリーダーを2回復。,,,,,52,52,,,,,
546,6,1,3,0,1,結晶,か,11,1,ナイトレイドヴァンパイア,結晶 1；カウントダウン 1; ラストワード　このターンが自分のターンなら、自然・カードをランダムに1枚、自分のデッキから手札に加える。相手のターンなら、カードを1枚引く。,,結晶,カウントダウン,ラストワード,,86,0,,,,,
547,6,1,1,1,,攻撃時,か,11,0,姦淫の信者,攻撃時 自分のリーダーに1ダメージ。,攻撃時 自分のリーダーに1ダメージ。,攻撃時,,,,18,18,,,,,
548,6,1,1,1,,攻撃不能,か,11,0,復讐の悪魔,復讐 状態でないなら、このフォロワーは攻撃不能。,復讐 状態でないなら、このフォロワーは攻撃不能。,復讐,,,,24,24,,,,,
549,6,1,0,1,,進化時,か,11,0,吸血姫・ヴァンピィ,,進化時 フォレストバット1体を出す。,進化時,フォレストバット,,,0,18,,,,,
550,6,1,0,1,,進化時,か,11,0,片翼の悪魔・ピユラ,,進化時 手札のヴァンパイア・フォロワーすべてを+1/+0する。,進化時,,,,0,31,,●,,1,
551,6,1,0,3,,進化時,か,11,0,狂恋の華鎧・ヴィーラ,,進化時 次の自分のターン開始時まで、自分のリーダーは「受けるダメージを0にする」を持つ。この能力は、このフォロワーが場を離れるとき失われる。,進化時,,,,0,70,,,,,
552,6,1,0,1,,進化時,疾走,11,0,ギルタブルル,,進化時 自分のリーダーの体力が2以下なら、疾走 を持つ。,進化時,疾走,,,0,28,,,,,
553,6,1,3,0,1,直接召喚,か,11,0,フラウロス,直接召喚 3ターン目かそれ以降の自分のターン中、自分のリーダーがダメージを受けたとき、それがこのターン中に4回目なら、このカードを1枚、自分のデッキから場に出す。,,直接召喚,,,,81,0,,,,,
554,6,1,0,2,,破壊されなかったなら,か,11,0,悪逆の公爵・ユリウス,,自分のターン中、相手のフォロワーへ攻撃して破壊し、このフォロワーが破壊されなかったなら、このフォロワーを4回復。,,,,,0,56,,,,,
555,6,2,2,2,2,しか選択できない,か,11,0,愛の悪魔・ガレット,相手は能力で@user_nameを選択できるとき、@user_nameしか選択できない。,相手は能力で@user_nameを選択できるとき、@user_nameしか選択できない。,,,,@user_name,44,44,,,,,
556,6,2,3,0,,ファンファーレ,EPを消費せず進化できる,11,0,悪逆の公爵・ユリウス,ファンファーレ 復讐 状態なら、「このフォロワーはEPを消費せず進化できる」を持つ。（1ターンに1体しか進化できない制限はある）,,ファンファーレ,復讐,,,64,0,,,,,
557,6,2,2,0,,ファンファーレ,か,11,0,バフォメット,ファンファーレ ヴァンパイア・フォロワーをランダムに1枚、自分のデッキから手札に加える。,,ファンファーレ,,,,44,0,,,,,
